,id,name,team,overall,value_eur,player_positions,team_position,ST,LW,RW,CAM,LM,RM,CDM,LB,CB,RB,Overall attacking,Overall defending
3858,194082,Flavio Paixão,Lechia Gdańsk,72,1600000,"ST, RM, LM",RM,71+2,70+2,70+2,70+2,70+2,70+2,53+2,51+2,48+2,51+2,68.6,25.0
3859,194174,Keko,Málaga CF,72,3300000,RM,SUB,64+2,70+2,70+2,70+2,71+2,71+2,65+2,64+2,58+2,64+2,60.6,55.3
3860,194964,N. Mendez-Laing,Cardiff City,72,3300000,"RM, RW",RM,68+2,71+2,71+2,69+2,70+2,70+2,51+2,52+2,44+2,52+2,61.6,25.0
3861,197439,F. Wiedwald,Eintracht Frankfurt,72,2200000,GK,SUB,,,,,,,,,,,16.8,13.0
3862,198067,F. Moubandje,Dinamo Zagreb,72,2600000,"LB, CB, LWB",SUB,62+2,64+2,64+2,64+2,66+2,66+2,70+2,70+2,72+2,70+2,59.4,71.7
3863,198076,A. Abdennour,Kayserispor,72,2600000,CB,RCB,56+2,52+2,52+2,53+2,53+2,53+2,65+2,64+2,71+2,64+2,53.6,71.7
3864,198136,A. Ragusa,Hellas Verona,72,3000000,"LW, RW",RES,69+2,72+2,72+2,70+2,71+2,71+2,56+2,56+2,51+2,56+2,66.6,40.3
3865,198261,T. Ream,Fulham,72,2300000,CB,LCB,56+2,60+2,60+2,63+2,63+2,63+2,70+2,68+2,70+2,68+2,59.0,71.0
3866,198426,G. Castellani,Atlético Tucumán,72,2700000,"CM, CAM, CDM",SUB,70+2,71+2,71+2,72+2,71+2,71+2,68+2,63+2,64+2,63+2,67.8,53.0
3867,198429,S. Tecl,SK Slavia Praha,72,3200000,"ST, RW",SUB,71+2,70+2,70+2,68+2,69+2,69+2,52+2,52+2,48+2,52+2,68.4,27.7
3868,198451,Dani Rodríguez,RCD Mallorca,72,2700000,"CM, CAM, LM",RM,68+2,70+2,70+2,71+2,69+2,69+2,67+2,65+2,64+2,65+2,62.2,64.0
3869,198630,Álvaro Arroyo,Albacete BP,72,2500000,CB,LCB,48+2,52+2,52+2,51+2,56+2,56+2,67+2,70+2,70+2,70+2,45.0,73.7
3870,198857,S. Romagnoli,Empoli,72,2600000,CB,SUB,51+2,48+2,48+2,49+2,50+2,50+2,64+2,63+2,71+2,63+2,46.2,72.7
3871,199183,Kim Bo Kyung,Ulsan Hyundai FC,72,3000000,"CM, CAM",LCM,69+2,72+2,72+2,72+2,72+2,72+2,66+2,65+2,62+2,65+2,65.4,57.3
3872,199266,Ji Dong Won,1. FSV Mainz 05,72,3200000,"CF, CAM, LM",SUB,72+2,69+2,69+2,70+2,68+2,68+2,56+2,53+2,54+2,53+2,66.0,33.0
3873,199288,A. Losilla,VfL Bochum 1848,72,1500000,"CDM, CM, CB",RDM,61+2,62+2,62+2,65+2,64+2,64+2,71+2,67+2,71+2,67+2,63.0,68.3
3874,199412,Sebá,Al Shabab,72,3300000,"LM, ST",LM,71+2,71+2,71+2,70+2,71+2,71+2,62+2,62+2,58+2,62+2,65.0,47.0
3875,199419,Y. Court,Stade Brestois 29,72,3000000,"LM, RM",RM,64+2,70+2,70+2,71+2,70+2,70+2,59+2,55+2,48+2,55+2,53.4,37.0
3876,199511,W. Lautoa,Dijon FCO,72,2300000,CB,LCB,49+2,47+2,47+2,49+2,50+2,50+2,67+2,65+2,71+2,65+2,45.6,69.7
3877,199776,L. Caldirola,Benevento,72,2700000,"CB, LB",RCB,54+2,54+2,54+2,57+2,56+2,56+2,67+2,65+2,71+2,65+2,55.0,70.0
3878,199781,R. Métanire,Minnesota United FC,72,2600000,RB,SUB,54+2,61+2,61+2,62+2,65+2,65+2,69+2,71+2,69+2,71+2,49.8,69.7
3879,199897,N. Höfler,SC Freiburg,72,2700000,"CDM, CM",LDM,57+2,59+2,59+2,62+2,62+2,62+2,70+2,67+2,69+2,67+2,54.4,69.3
3880,199964,M. Pérez,Al Raed,72,3200000,"ST, RM",ST,71+2,70+2,70+2,68+2,69+2,69+2,49+2,50+2,45+2,50+2,67.0,26.7
3881,200108,N. Boilesen,FC København,72,2800000,LB,RES,63+2,65+2,65+2,65+2,67+2,67+2,69+2,70+2,69+2,70+2,61.0,70.3
3882,200271,Salomão,FCSB (Steaua),72,2900000,"LM, RM",RES,67+2,71+2,71+2,70+2,70+2,70+2,55+2,56+2,49+2,56+2,64.2,39.3
3883,200275,Y. Mokhtar,Columbus Crew SC,72,3300000,"LM, RM",SUB,67+2,72+2,72+2,71+2,70+2,70+2,54+2,53+2,48+2,53+2,64.2,36.0
3884,200517,Carles Planas,Girona FC,72,2700000,"LB, LWB",SUB,63+2,66+2,66+2,65+2,67+2,67+2,69+2,71+2,70+2,71+2,59.8,68.0
3885,200521,T. Ince,Stoke City,72,3300000,"CAM, RW",CAM,66+2,72+2,72+2,70+2,71+2,71+2,51+2,51+2,41+2,51+2,59.2,29.7
3886,200735,Isaac Cuenca,Sagan Tosu,72,3100000,"LM, RM",LM,64+2,72+2,72+2,70+2,71+2,71+2,51+2,51+2,41+2,51+2,57.6,34.3
3887,201041,L. Carole,RC Strasbourg Alsace,72,2700000,"LWB, LB, LM",LWB,60+2,65+2,65+2,65+2,67+2,67+2,68+2,70+2,71+2,70+2,54.8,72.3
3888,201129,T. Přikryl,Jagiellonia Białystok,72,3300000,"RM, LM",RM,66+2,71+2,71+2,70+2,71+2,71+2,49+2,50+2,40+2,50+2,63.8,24.0
3889,201145,M. Le Bihan,OGC Nice,72,3100000,ST,ST,70+2,66+2,66+2,66+2,64+2,64+2,56+2,53+2,56+2,53+2,65.8,41.3
3890,201220,L. Memushaj,Pescara,72,2400000,CM,RCM,62+2,68+2,68+2,70+2,69+2,69+2,69+2,67+2,63+2,67+2,59.8,64.0
3891,201285,C. Gytkjær,Lech Poznań,72,3100000,ST,ST,71+2,67+2,67+2,66+2,65+2,65+2,49+2,47+2,47+2,47+2,65.0,25.7
3892,201304,B. Kadrii,Odense Boldklub,72,3300000,"ST, LM",LS,70+2,71+2,71+2,69+2,69+2,69+2,60+2,62+2,59+2,62+2,63.8,51.7
3893,201509,Juankar,Málaga CF,72,2600000,"LB, LWB, LM",LB,66+2,69+2,69+2,68+2,69+2,69+2,69+2,70+2,68+2,70+2,67.4,67.7
3894,201529,M. Capuano,Frosinone,72,2800000,CB,SUB,48+2,48+2,48+2,48+2,51+2,51+2,65+2,65+2,70+2,65+2,42.4,70.3
3895,202107,A. Morales,Fortuna Düsseldorf,72,3000000,CM,RDM,63+2,66+2,66+2,68+2,68+2,68+2,72+2,69+2,68+2,69+2,58.4,68.0
3896,202115,M. Ostrzolek,Hannover 96,72,2600000,"LB, LWB, CDM",LB,59+2,65+2,65+2,64+2,67+2,67+2,69+2,71+2,68+2,71+2,57.6,70.0
3897,202157,A. Behich,Medipol Başakşehir FK,72,2700000,LB,SUB,65+2,69+2,69+2,67+2,69+2,69+2,69+2,70+2,67+2,70+2,63.6,70.3
3898,202184,J. Plata,Real Salt Lake,72,3300000,"LW, LM",SUB,69+2,72+2,72+2,71+2,71+2,71+2,52+2,52+2,45+2,52+2,65.0,30.0
3899,202559,Y. Orozco,Junior FC,72,3100000,"LW, CAM",SUB,65+2,71+2,71+2,71+2,69+2,69+2,50+2,51+2,43+2,51+2,61.2,35.7
3900,202986,Sin Jin Ho,Ulsan Hyundai FC,72,2900000,"CM, CAM",CDM,65+2,67+2,67+2,69+2,69+2,69+2,68+2,63+2,62+2,63+2,62.2,55.7
3901,203439,M. Tosetti,FC Thun,72,3300000,RM,RM,63+2,70+2,70+2,69+2,71+2,71+2,56+2,55+2,47+2,55+2,61.6,36.0
3902,203544,C. Löwe,SG Dynamo Dresden,72,2500000,"LB, LWB",LM,63+2,66+2,66+2,66+2,67+2,67+2,69+2,71+2,68+2,71+2,60.8,71.0
3903,203703,W. Soliman,Egypt,72,0,"LW, RW",,69+2,72+2,72+2,71+2,71+2,71+2,60+2,57+2,54+2,57+2,67.6,43.3
3904,203774,Welthon,Vitória Guimarães,72,3300000,ST,SUB,70+2,69+2,69+2,67+2,67+2,67+2,48+2,47+2,44+2,47+2,66.8,20.7
3905,203793,A. Jóhannsson,Hammarby IF,72,3200000,ST,ST,70+2,68+2,68+2,70+2,67+2,67+2,52+2,47+2,46+2,47+2,64.6,30.7
3906,203889,Y. Touzghar,ESTAC Troyes,72,2500000,ST,ST,70+2,66+2,66+2,65+2,65+2,65+2,45+2,45+2,42+2,45+2,66.0,19.7
3907,203929,J. Fjóluson,Iceland,72,0,CB,,54+2,50+2,50+2,53+2,52+2,52+2,67+2,63+2,70+2,63+2,53.0,70.0
3908,204307,J. Korb,Hannover 96,72,2800000,"RB, RWB, RM",SUB,60+2,68+2,68+2,66+2,69+2,69+2,69+2,71+2,67+2,71+2,55.0,72.3
3909,204337,G. Núñez,Central Córdoba,72,2700000,"LM, CAM",SUB,67+2,70+2,70+2,70+2,70+2,70+2,57+2,55+2,48+2,55+2,60.4,37.3
3910,204338,C. Kerbrat,En Avant de Guingamp,72,2000000,CB,SUB,56+2,56+2,56+2,57+2,58+2,58+2,68+2,66+2,70+2,66+2,53.4,72.3
3911,204555,R. Álvarez,Club Atlas,72,2700000,CAM,SUB,69+2,70+2,70+2,71+2,70+2,70+2,62+2,60+2,58+2,60+2,70.2,49.0
3912,204776,T. Leistner,Queens Park Rangers,72,2700000,CB,SUB,53+2,52+2,52+2,53+2,55+2,55+2,66+2,66+2,71+2,66+2,47.4,69.7
3913,204904,M. Bauer,Stoke City,72,2800000,"RB, RWB",RES,61+2,67+2,67+2,67+2,69+2,69+2,68+2,71+2,68+2,71+2,54.0,68.0
3914,204977,I. Piris,Paraguay,72,0,"RB, LB",,59+2,63+2,63+2,61+2,64+2,64+2,69+2,71+2,69+2,71+2,54.2,70.7
3915,205408,S. Gentiletti,Newell's Old Boys,72,1200000,CB,LCB,51+2,51+2,51+2,53+2,53+2,53+2,66+2,63+2,70+2,63+2,45.6,71.3
3916,205630,L. Abecasis,Club Atlético Lanús,72,2600000,RB,SUB,61+2,65+2,65+2,63+2,67+2,67+2,69+2,71+2,69+2,71+2,57.8,68.0
3917,205735,M. Pucciarelli,Chievo Verona,72,3200000,"ST, CAM, CF",RES,70+2,73+2,73+2,72+2,72+2,72+2,55+2,55+2,48+2,55+2,66.0,39.3
3918,205941,C. Chávez,Independiente,72,2500000,"ST, LW, RW",SUB,71+2,71+2,71+2,70+2,69+2,69+2,50+2,51+2,44+2,51+2,65.4,30.7
3919,206124,W. Katsande,Kaizer Chiefs,72,1500000,"CDM, CM, CB",SUB,64+2,63+2,63+2,64+2,64+2,64+2,70+2,69+2,70+2,69+2,63.8,70.3
3920,206316,T. Ben Haim,Sparta Praha,72,3000000,"LM, RM",SUB,67+2,72+2,72+2,70+2,70+2,70+2,49+2,49+2,40+2,49+2,59.0,28.3
3921,207472,G. Sakai,Vissel Kobe,72,2700000,"RB, LB, CDM",LWB,60+2,65+2,65+2,65+2,67+2,67+2,70+2,71+2,69+2,71+2,55.6,72.7
3922,207553,M. Rohdén,Frosinone,72,3100000,"CM, RM",RCM,67+2,68+2,68+2,69+2,70+2,70+2,69+2,66+2,64+2,66+2,60.6,59.3
3923,207733,Filipe Augusto,Rio Ave FC,72,3300000,"CM, CDM",LCM,65+2,68+2,68+2,69+2,69+2,69+2,71+2,68+2,67+2,68+2,60.8,66.3
3924,208017,I. Santini,Jiangsu Suning FC,72,3000000,ST,SUB,71+2,60+2,60+2,63+2,59+2,59+2,55+2,47+2,54+2,47+2,67.0,32.3
3925,208114,Patrick,Santa Clara,72,2700000,RB,RB,63+2,66+2,66+2,65+2,68+2,68+2,69+2,71+2,68+2,71+2,55.8,70.7
3926,208277,O. Boumal,Cameroon,72,0,"RM, LM",,66+2,71+2,71+2,69+2,71+2,71+2,57+2,58+2,51+2,58+2,62.8,44.3
3927,208374,A. Wooten,Philadelphia Union,72,3100000,ST,SUB,70+2,69+2,69+2,68+2,68+2,68+2,52+2,49+2,48+2,49+2,67.4,28.3
3928,208440,M. Danielson,Djurgårdens IF,72,2500000,CB,RCB,46+2,45+2,45+2,48+2,48+2,48+2,66+2,62+2,71+2,62+2,42.2,75.0
3929,208949,N. Al Abed,Al Hilal,72,3000000,"LM, RM, CAM",SUB,67+2,71+2,71+2,71+2,70+2,70+2,58+2,56+2,52+2,56+2,63.4,46.3
3930,210258,Renato Santos,Málaga CF,72,3300000,"RM, RW, LW",RM,68+2,72+2,72+2,71+2,71+2,71+2,58+2,59+2,52+2,59+2,63.8,48.7
3931,210321,R. Quioto,Houston Dynamo,72,3300000,"LM, LW, ST",SUB,70+2,72+2,72+2,70+2,70+2,70+2,48+2,48+2,43+2,48+2,66.2,16.7
3932,210374,J. Vigón,U.N.A.M.,72,3200000,CM,RCM,65+2,66+2,66+2,67+2,68+2,68+2,71+2,69+2,69+2,69+2,61.4,64.7
3933,210434,F. Chafik,Dijon FCO,72,1900000,"RB, RWB, LB",LB,59+2,63+2,63+2,61+2,64+2,64+2,68+2,70+2,69+2,70+2,52.2,74.7
3934,210722,Júlio Tavares,Dijon FCO,72,3000000,ST,ST,70+2,63+2,63+2,65+2,61+2,61+2,47+2,43+2,44+2,43+2,62.0,23.7
3935,211287,M. Fofana,Yeni Malatyaspor,72,3300000,"LM, RM",LM,67+2,71+2,71+2,69+2,70+2,70+2,44+2,47+2,37+2,47+2,62.6,22.3
3936,211626,D. Kądzior,Dinamo Zagreb,72,3300000,"RM, CM",SUB,66+2,71+2,71+2,69+2,71+2,71+2,58+2,59+2,52+2,59+2,62.4,42.3
3937,211920,M. Grüttner, SSV Jahn Regensburg,72,2000000,ST,LS,71+2,64+2,64+2,64+2,63+2,63+2,51+2,50+2,51+2,50+2,65.0,35.7
3938,212408,Frédéric Mendy,Vitória de Setúbal,72,3000000,"ST, LW, RW",RES,70+2,63+2,63+2,64+2,63+2,63+2,49+2,46+2,48+2,46+2,66.4,25.0
3939,212607,M. Chanot,New York City FC,72,2600000,CB,LCB,51+2,41+2,41+2,45+2,43+2,43+2,65+2,60+2,70+2,60+2,50.8,71.7
3940,212879,S. Michel,SC Paderborn 07,72,3200000,"ST, LM",LS,70+2,70+2,70+2,68+2,69+2,69+2,48+2,49+2,43+2,49+2,65.0,25.0
3941,213107,G. Țucudean,CFR Cluj,72,3200000,ST,SUB,71+2,65+2,65+2,65+2,63+2,63+2,54+2,53+2,53+2,53+2,65.4,39.7
3942,213498,S. Martinsson Ngouali,Hammarby IF,72,3200000,CM,SUB,65+2,67+2,67+2,69+2,68+2,68+2,70+2,67+2,68+2,67+2,59.2,65.3
3943,213619,S. Sáez,Universidad Católica,72,1600000,ST,ST,71+2,65+2,65+2,63+2,62+2,62+2,43+2,41+2,42+2,41+2,62.0,19.0
3944,213846,C. Suárez,CD Everton de Viña del Mar,72,2000000,"CB, LB",LCB,53+2,52+2,52+2,51+2,56+2,56+2,68+2,69+2,71+2,69+2,52.8,73.0
3945,214169,W. Tesillo,Club León,72,2600000,"CB, LB",LB,47+2,51+2,51+2,50+2,54+2,54+2,67+2,69+2,70+2,69+2,47.2,73.3
3946,214327,V. Hernández,Atlético Nacional,72,2900000,"LM, CAM",LAM,64+2,71+2,71+2,70+2,70+2,70+2,49+2,51+2,39+2,51+2,59.8,33.3
3947,214350,M. Rangel,América de Cali,72,3200000,ST,ST,71+2,64+2,64+2,64+2,63+2,63+2,50+2,48+2,50+2,48+2,67.8,34.0
3948,214373,A. Silva,Club Atlético Huracán,72,850000,GK,GK,,,,,,,,,,,20.2,14.7
3949,214376,D. Andrade,Deportivo Cali,72,2700000,LB,LB,57+2,61+2,61+2,57+2,64+2,64+2,67+2,70+2,67+2,70+2,52.2,68.3
3950,214393,D. Banguero,Deportes Tolima,72,2600000,LB,LB,65+2,66+2,66+2,65+2,68+2,68+2,68+2,71+2,69+2,71+2,61.0,68.0
3951,214562,L. Castro,Kaizer Chiefs,72,3000000,"ST, RW, LW",RW,70+2,68+2,68+2,69+2,67+2,67+2,49+2,48+2,44+2,48+2,66.6,30.3
3952,214662,R. Lenis,Club Atlético Banfield,72,3300000,"RM, LM, RW",SUB,69+2,70+2,70+2,69+2,70+2,70+2,53+2,53+2,45+2,53+2,67.2,31.3
3953,214717,L. Reyes,Club Atlas,72,3100000,"CM, CDM",CDM,63+2,66+2,66+2,68+2,67+2,67+2,73+2,70+2,70+2,70+2,55.6,72.0
3954,215144,E. Insúa,Panathinaikos FC,72,2700000,"LB, LWB",LB,64+2,65+2,65+2,65+2,66+2,66+2,69+2,70+2,70+2,70+2,56.8,70.7
3955,215186,J. Copete,Pachuca,72,2700000,"LM, CF, RM",RM,72+2,72+2,72+2,70+2,71+2,71+2,52+2,53+2,49+2,53+2,67.4,31.7
3956,215262,F. Márquez,Defensa y Justicia,72,2800000,ST,RS,71+2,66+2,66+2,68+2,65+2,65+2,51+2,49+2,49+2,49+2,65.4,31.7
3957,215294,C. Menéndez,Tiburones Rojos de Veracruz,72,2800000,ST,LS,71+2,67+2,67+2,69+2,66+2,66+2,54+2,51+2,50+2,51+2,63.8,27.7
3958,215321,J. Schunke,Estudiantes de La Plata,72,2000000,CB,RCB,50+2,43+2,43+2,47+2,46+2,46+2,68+2,61+2,71+2,61+2,49.6,70.0
3959,215391,I. Seck,SV Zulte-Waregem,72,2700000,"CDM, CM",RDM,54+2,50+2,50+2,55+2,54+2,54+2,71+2,65+2,71+2,65+2,52.0,69.7
3960,216036,R. Delgado,Defensa y Justicia,72,2600000,"LB, LM",LM,67+2,71+2,71+2,71+2,73+2,73+2,70+2,71+2,67+2,71+2,61.4,64.3
3961,216072,G. Letizia,Benevento,72,2600000,"LB, RM",LB,57+2,63+2,63+2,61+2,66+2,66+2,67+2,71+2,67+2,71+2,49.8,69.0
3962,216356,J. Pivarić,Dynamo Kyiv,72,2500000,"LB, LM",RES,65+2,70+2,70+2,67+2,70+2,70+2,68+2,71+2,65+2,71+2,57.0,68.7
3963,216376,Marco Sangalli,Real Oviedo,72,3300000,RM,RM,67+2,71+2,71+2,70+2,71+2,71+2,60+2,61+2,55+2,61+2,61.0,51.3
3964,216482,B. Pelé,En Avant de Guingamp,72,3300000,"LM, CM",LM,64+2,70+2,70+2,70+2,70+2,70+2,53+2,54+2,44+2,54+2,60.4,36.3
3965,217646,S. Nishikawa,Urawa Red Diamonds,72,1700000,GK,GK,,,,,,,,,,,21.4,14.0
3966,217844,Djavan,Moreirense FC,72,2200000,LB,LB,63+2,65+2,65+2,64+2,67+2,67+2,68+2,70+2,69+2,70+2,54.8,69.3
3967,217852,K. Molino,Minnesota United FC,72,3000000,"CAM, RM, LM",SUB,70+2,71+2,71+2,71+2,70+2,70+2,58+2,58+2,55+2,58+2,64.6,49.7
3968,218050,M. Abarhoun,Çaykur Rizespor,72,2500000,CB,LCB,46+2,42+2,42+2,44+2,45+2,45+2,66+2,63+2,71+2,63+2,42.8,72.7
3969,218623,Cafú,Legia Warszawa,72,3000000,"CDM, CM",RDM,70+2,66+2,66+2,67+2,68+2,68+2,70+2,68+2,69+2,68+2,65.8,65.3
3970,219181,Pedro Tiba,Lech Poznań,72,2900000,"CM, CDM",LDM,66+2,67+2,67+2,69+2,68+2,68+2,68+2,66+2,64+2,66+2,60.4,61.0
3971,219525,E. Cerutti,San Lorenzo de Almagro,72,3300000,"RM, LM",SUB,67+2,70+2,70+2,69+2,70+2,70+2,53+2,52+2,46+2,52+2,63.2,30.3
3972,219758,L. Rizzo,Livorno,72,3300000,"RM, CM",RM,67+2,69+2,69+2,70+2,70+2,70+2,69+2,69+2,66+2,69+2,62.8,66.0
3973,219771,Gabriel Xavier,Nagoya Grampus,72,3400000,"RM, CF, CAM",RS,66+2,70+2,70+2,70+2,70+2,70+2,55+2,54+2,47+2,54+2,60.8,42.0
3974,221434,D. Villalpando,Guadalajara,72,3200000,"CM, CDM, CAM",SUB,66+2,69+2,69+2,71+2,69+2,69+2,63+2,61+2,57+2,61+2,63.2,49.0
3975,221553,V. Kjartansson,Iceland,72,0,ST,,70+2,63+2,63+2,63+2,62+2,62+2,45+2,45+2,43+2,45+2,61.2,22.7
3976,221610,D. Dibusz,Hungary,72,0,GK,,,,,,,,,,,,17.2,15.0
3977,221820,Zhang Xizhe,Beijing Sinobo Guoan FC,72,3100000,"CAM, CDM",LDM,65+2,71+2,71+2,71+2,70+2,70+2,59+2,57+2,50+2,57+2,61.4,42.0
3978,221969,F. Mladenović,Lechia Gdańsk,72,2800000,LB,LB,64+2,68+2,68+2,66+2,69+2,69+2,69+2,71+2,67+2,71+2,61.8,68.3
3979,222204,Cao Yunding,Shanghai Greenland Shenhua FC,72,3000000,"LM, LW, RM",SUB,65+2,70+2,70+2,70+2,70+2,70+2,54+2,54+2,47+2,54+2,56.8,32.3
3980,222553,S. Griesbeck,1. FC Heidenheim 1846,72,2800000,"CDM, CM",RCM,56+2,55+2,55+2,58+2,58+2,58+2,70+2,68+2,71+2,68+2,53.6,73.7
3981,223243,V. Aguilera,Club América,72,2500000,CB,LCB,57+2,51+2,51+2,53+2,53+2,53+2,67+2,65+2,70+2,65+2,48.2,73.3
3982,223247,N. Acevedo,Unión de Santa Fe,72,2900000,"CM, CDM",SUB,64+2,64+2,64+2,67+2,66+2,66+2,73+2,71+2,73+2,71+2,56.8,73.3
3983,223248,J. Lucero,Defensa y Justicia,72,3300000,ST,RES,71+2,69+2,69+2,68+2,68+2,68+2,50+2,50+2,46+2,50+2,67.6,23.0
3984,223543,Jonathan Cafú,FC Girondins de Bordeaux,72,3300000,"RW, LW",RES,67+2,71+2,71+2,71+2,71+2,71+2,46+2,47+2,36+2,47+2,64.6,20.3
3985,223615,C. Chimino,Patronato,72,2200000,RB,RB,57+2,61+2,61+2,58+2,63+2,63+2,66+2,71+2,68+2,71+2,51.2,71.0
3986,223879,L. Ramos,Club León,72,3100000,ST,SUB,71+2,65+2,65+2,66+2,63+2,63+2,49+2,45+2,48+2,45+2,66.2,27.7
3987,224104,D. Martínez,Unión de Santa Fe,72,2600000,RB,RB,64+2,67+2,67+2,65+2,67+2,67+2,68+2,70+2,68+2,70+2,60.0,72.0
3988,224367,G. Lanaro,Universidad Católica,72,1500000,CB,LCB,46+2,42+2,42+2,46+2,44+2,44+2,65+2,59+2,71+2,59+2,41.8,70.3
3989,224507,A. Schenetti,Virtus Entella,72,3100000,"CAM, CM",CAM,68+2,70+2,70+2,70+2,70+2,70+2,64+2,65+2,60+2,65+2,65.0,56.0
3990,225701,P. Gallese,Peru,72,0,GK,,,,,,,,,,,,22.0,20.3
3991,225880,J. Moreira,Portland Timbers,72,2600000,RB,RB,63+2,68+2,68+2,67+2,70+2,70+2,67+2,70+2,65+2,70+2,59.6,67.3
3992,226075,M. Bakakis,AEK Athens,72,2700000,"RB, LB, CB",SUB,63+2,67+2,67+2,65+2,69+2,69+2,68+2,71+2,67+2,71+2,61.6,72.3
3993,226203,J. Jones,Seattle Sounders FC,72,3300000,"LM, LB",SUB,64+2,70+2,70+2,69+2,70+2,70+2,67+2,68+2,64+2,68+2,56.4,65.3
3994,227530,D. Lemos,Patronato,72,2600000,"CDM, CM",LDM,55+2,57+2,57+2,58+2,61+2,61+2,70+2,70+2,72+2,70+2,52.0,72.0
3995,229321,Amilton,Antalyaspor,72,3000000,"RM, LW, RW",RM,68+2,72+2,72+2,69+2,71+2,71+2,53+2,54+2,45+2,54+2,59.6,29.3
3996,230231,Jorge Carvallinho,Botafogo,72,950000,"CB, LB",LCB,59+2,55+2,55+2,56+2,57+2,57+2,68+2,67+2,71+2,67+2,57.4,71.3
3997,230257,Clayton Fildeiras,CSA - AL,72,1400000,"CAM, CM",RAM,69+2,69+2,69+2,71+2,70+2,70+2,63+2,60+2,57+2,60+2,63.0,40.3
3998,230278,Carleto Costinha,Fluminense,72,3300000,"CAM, ST, RM",RM,66+2,72+2,72+2,71+2,72+2,72+2,54+2,56+2,46+2,56+2,64.6,36.3
3999,230281,Mauro Riboas,Cruzeiro,72,3300000,CAM,CAM,64+2,69+2,69+2,70+2,68+2,68+2,55+2,54+2,49+2,54+2,61.8,36.7
4000,230289,Santi da Bruma,Bahia,72,1400000,"ST, RM",SUB,71+2,75+2,75+2,74+2,75+2,75+2,56+2,58+2,47+2,58+2,73.2,30.7
4001,230291,Thiago Alminxa,CSA - AL,72,3300000,"ST, RW",ST,70+2,71+2,71+2,67+2,70+2,70+2,46+2,47+2,41+2,47+2,66.2,16.3
4002,230296,Cristian Lodeira,Goiás,72,3300000,ST,RS,70+2,71+2,71+2,68+2,69+2,69+2,46+2,51+2,41+2,51+2,66.2,23.0
4003,230298,Walter Silvieiro,Avaí FC,72,3300000,ST,ST,70+2,67+2,67+2,66+2,65+2,65+2,51+2,51+2,47+2,51+2,69.2,27.0
4004,230302,Josué da Feira,Goiás,72,3300000,ST,LS,71+2,68+2,68+2,67+2,67+2,67+2,48+2,47+2,41+2,47+2,69.0,23.7
4005,230333,Jonas Damasto,Fortaleza,72,875000,LB,LB,55+2,59+2,59+2,56+2,61+2,61+2,64+2,71+2,65+2,71+2,57.6,73.0
4006,230341,Joshuando Sá,Santos,72,875000,"LB, LWB",LB,58+2,61+2,61+2,60+2,64+2,64+2,68+2,70+2,69+2,70+2,59.4,71.3
4007,230344,Jeff Meirson,CSA - AL,72,2800000,LB,LB,58+2,60+2,60+2,61+2,63+2,63+2,71+2,71+2,71+2,71+2,59.8,71.3
4008,230390,Alexandre Frandeira,Avaí FC,72,2300000,"CB, CDM",LCB,52+2,48+2,48+2,49+2,50+2,50+2,66+2,63+2,70+2,63+2,49.8,70.0
4009,230421,Otávinho Vila,Cruzeiro,72,975000,"CDM, CM",LDM,57+2,58+2,58+2,61+2,62+2,62+2,70+2,71+2,70+2,71+2,55.2,74.3
4010,230424,Sandelas Júnior,Santos,72,2900000,CDM,LCM,58+2,59+2,59+2,61+2,61+2,61+2,70+2,67+2,70+2,67+2,56.0,69.0
4011,230429,Timo Triano,Botafogo,72,975000,"CDM, CM",SUB,52+2,57+2,57+2,61+2,60+2,60+2,71+2,67+2,70+2,67+2,50.6,75.7
4012,230434,Pimentiscinho,Goiás,72,2400000,"CDM, CM, CAM",LDM,62+2,65+2,65+2,67+2,67+2,67+2,71+2,70+2,69+2,70+2,61.2,73.3
4013,230441,Vieiraldo Junior,Avaí FC,72,2900000,"CDM, LB",LDM,59+2,62+2,62+2,61+2,65+2,65+2,70+2,71+2,72+2,71+2,54.6,74.7
4014,230448,Porphirinho,Chapecoense,72,2400000,"CDM, CM",LDM,62+2,67+2,67+2,67+2,69+2,69+2,71+2,72+2,69+2,72+2,64.6,73.3
4015,230452,Alessinito,Ceará Sporting Club,72,975000,"CDM, RB, RM",RDM,58+2,60+2,60+2,62+2,62+2,62+2,71+2,69+2,73+2,69+2,57.2,72.7
4016,230461,Leordinho Paes,Santos,72,2700000,"CAM, LM",LW,65+2,70+2,70+2,71+2,71+2,71+2,57+2,57+2,49+2,57+2,64.8,40.7
4017,230478,Jairinhazo,Avaí FC,72,2700000,"CAM, CM",RM,60+2,71+2,71+2,70+2,71+2,71+2,56+2,56+2,46+2,56+2,64.0,38.0
4018,230479,Jessé Ledeiro,Cruzeiro,72,2700000,"CAM, CF",RM,65+2,70+2,70+2,71+2,72+2,72+2,58+2,56+2,46+2,56+2,64.6,31.7
4019,230484,Adrián Burnabão,Botafogo,72,1400000,"CAM, CF",LCM,64+2,69+2,69+2,71+2,70+2,70+2,51+2,47+2,39+2,47+2,63.8,19.7
4020,230516,Paulao Junqueiras,Grêmio,72,2800000,ST,SUB,70+2,59+2,59+2,61+2,56+2,56+2,44+2,38+2,43+2,38+2,64.0,21.7
